movie_name,recommend_movie
Monsters University,"
Recommended Movies: 
WALL·E | Genres: Animation,Family | Rating: 7.8
Rugrats Go Wild | Genres: Animation,Family | Rating: 5.6
Pooh's Heffalump Movie | Genres: Animation,Family | Rating: 6.4
Hey Arnold! The Movie | Genres: Animation,Family | Rating: 5.6
Madagascar 3: Europe's Most Wanted | Genres: Animation,Family | Rating: 6.4
Space Chimps | Genres: Animation,Family | Rating: 5.2
Winnie the Pooh | Genres: Animation,Family | Rating: 6.8
Home on the Range | Genres: Animation,Family | Rating: 5.7
Sammy's avonturen: De geheime doorgang | Genres: Animation,Family | Rating: 5.6
Chasseurs de dragons | Genres: Animation,Family | Rating: 6.5
"
Transformers: Revenge of the Fallen,"
Recommended Movies: 
Transformers: Age of Extinction | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
After Earth | Genres: Action,Adventure,ScienceFiction | Rating: 5.0
Six-String Samurai | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Independence Day: Resurgence | Genres: Action,Adventure,ScienceFiction | Rating: 4.9
Transformers | Genres: Action,Adventure,ScienceFiction | Rating: 6.6
The Time Machine | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Pacific Rim | Genres: Action,Adventure,ScienceFiction | Rating: 6.7
Journey 2: The Mysterious Island | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Star Trek Beyond | Genres: Action,Adventure,ScienceFiction | Rating: 6.6
Megaforce | Genres: Action,Adventure,ScienceFiction | Rating: 3.5
"
Transformers: Age of Extinction,"
Recommended Movies: 
After Earth | Genres: Action,Adventure,ScienceFiction | Rating: 5.0
Six-String Samurai | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Star Trek Beyond | Genres: Action,Adventure,ScienceFiction | Rating: 6.6
Independence Day: Resurgence | Genres: Action,Adventure,ScienceFiction | Rating: 4.9
Transformers | Genres: Action,Adventure,ScienceFiction | Rating: 6.6
The Time Machine | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Pacific Rim | Genres: Action,Adventure,ScienceFiction | Rating: 6.7
Transformers: Revenge of the Fallen | Genres: Action,Adventure,ScienceFiction | Rating: 6.0
Star Trek Into Darkness | Genres: Action,Adventure,ScienceFiction | Rating: 7.4
Megaforce | Genres: Action,Adventure,ScienceFiction | Rating: 3.5
"
Oz: The Great and Powerful,"
Recommended Movies: 
Return to Oz | Genres: Adventure,Family,Fantasy | Rating: 6.7
Harry Potter and the Half-Blood Prince | Genres: Adventure,Family,Fantasy | Rating: 7.4
The House of Magic | Genres: Adventure,Animation,Family,Fantasy | Rating: 6.3
Alice in Wonderland | Genres: Adventure,Family,Fantasy | Rating: 6.4
Pan | Genres: Adventure,Family,Fantasy | Rating: 5.9
Inkheart | Genres: Adventure,Family,Fantasy | Rating: 6.0
The Indian in the Cupboard | Genres: Adventure,Family,Fantasy | Rating: 5.9
Percy Jackson & the Olympians: The Lightning Thief | Genres: Adventure,Family,Fantasy | Rating: 6.0
The Adventurer: The Curse of the Midas Box | Genres: Adventure,Family,Fantasy | Rating: 5.1
Pete's Dragon | Genres: Adventure,Family,Fantasy | Rating: 6.2
"
The Amazing Spider-Man 2,"
Recommended Movies: 
The Mummy: Tomb of the Dragon Emperor | Genres: Action,Adventure,Fantasy | Rating: 5.2
西游记之孙悟空三打白骨精 | Genres: Action,Adventure,Fantasy | Rating: 6.0
The Scorpion King | Genres: Action,Adventure,Fantasy | Rating: 5.3
The Mummy Returns | Genres: Action,Adventure,Fantasy | Rating: 6.0
Red Sonja | Genres: Action,Adventure,Fantasy | Rating: 5.0
The Last Witch Hunter | Genres: Action,Adventure,Fantasy | Rating: 5.7
Dungeons & Dragons: Wrath of the Dragon God | Genres: Action,Adventure,Fantasy | Rating: 4.8
Batman v Superman: Dawn of Justice | Genres: Action,Adventure,Fantasy | Rating: 5.7
Conan the Barbarian | Genres: Action,Adventure,Fantasy | Rating: 6.6
Thor: The Dark World | Genres: Action,Adventure,Fantasy | Rating: 6.8
"
TRON: Legacy,"
Recommended Movies: 
After Earth | Genres: Action,Adventure,ScienceFiction | Rating: 5.0
Six-String Samurai | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Independence Day: Resurgence | Genres: Action,Adventure,ScienceFiction | Rating: 4.9
The Time Machine | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Star Trek Beyond | Genres: Action,Adventure,ScienceFiction | Rating: 6.6
The Hunger Games: Mockingjay - Part 2 | Genres: Action,Adventure,ScienceFiction | Rating: 6.6
Megaforce | Genres: Action,Adventure,ScienceFiction | Rating: 3.5
Steel | Genres: Action,Adventure,ScienceFiction | Rating: 4.3
U.F.O. | Genres: Action,Adventure,ScienceFiction | Rating: 3.1
Pacific Rim | Genres: Action,Adventure,ScienceFiction | Rating: 6.7
"
Cars 2,"
Recommended Movies: 
Alpha and Omega: The Legend of the Saw Tooth Cave | Genres: Adventure,Animation,Comedy,Family | Rating: 6.5
Rugrats in Paris: The Movie | Genres: Adventure,Animation,Comedy,Family | Rating: 6.0
The Nut Job | Genres: Adventure,Animation,Comedy,Family | Rating: 5.5
Penguins of Madagascar | Genres: Adventure,Animation,Comedy,Family | Rating: 6.5
The Road to El Dorado | Genres: Adventure,Animation,Comedy,Family | Rating: 7.0
Alvin and the Chipmunks: The Road Chip | Genres: Adventure,Animation,Comedy,Family | Rating: 5.8
The Pirates! In an Adventure with Scientists! | Genres: Adventure,Animation,Comedy,Family | Rating: 6.4
Zambezia | Genres: Adventure,Animation,Comedy,Family | Rating: 5.3
The Lion of Judah | Genres: Adventure,Animation,Comedy,Family | Rating: 5.8
Rio 2 | Genres: Adventure,Animation,Comedy,Family | Rating: 6.3
"
Green Lantern,"
Recommended Movies: 
Star Trek III: The Search for Spock | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.4
X2 | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.8
The Core | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 5.4
Predator | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 7.3
A Sound of Thunder | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 4.8
Star Trek: Insurrection | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.3
I Am Number Four | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 5.9
Street Fighter: The Legend of Chun-Li | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 3.9
Star Trek: Generations | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.4
X-Men Origins: Wolverine | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.2
"
Toy Story 3,"
Recommended Movies: 
Meet the Deedles | Genres: Animation,Comedy,Family | Rating: 4.1
Cloudy with a Chance of Meatballs | Genres: Animation,Comedy,Family | Rating: 6.5
Cloudy with a Chance of Meatballs 2 | Genres: Animation,Comedy,Family | Rating: 6.4
Free Birds | Genres: Animation,Comedy,Family | Rating: 5.7
Chicken Run | Genres: Animation,Comedy,Family | Rating: 6.5
Happy Feet Two | Genres: Animation,Comedy,Family | Rating: 5.8
Garfield | Genres: Animation,Comedy,Family | Rating: 5.2
Barnyard | Genres: Animation,Comedy,Family | Rating: 5.3
Toy Story | Genres: Animation,Comedy,Family | Rating: 7.7
Konferenz der Tiere | Genres: Animation,Comedy,Family | Rating: 5.5
"
Terminator Salvation,"
Recommended Movies: 
Megiddo: The Omega Code 2 | Genres: Action,ScienceFiction,Thriller | Rating: 3.6
Surrogates | Genres: Action,ScienceFiction,Thriller | Rating: 5.9
The Book of Eli | Genres: Action,ScienceFiction,Thriller | Rating: 6.6
The One | Genres: Action,ScienceFiction,Thriller | Rating: 5.7
Impostor | Genres: Action,ScienceFiction,Thriller | Rating: 6.1
The Terminator | Genres: Action,ScienceFiction,Thriller | Rating: 7.3
Riddick | Genres: Action,ScienceFiction,Thriller | Rating: 6.2
Predator 2 | Genres: Action,ScienceFiction,Thriller | Rating: 5.9
Doomsday | Genres: Action,ScienceFiction,Thriller | Rating: 5.8
Fortress | Genres: Action,ScienceFiction,Thriller | Rating: 5.7
"
Furious 7,"
Recommended Movies: 
Alatriste | Genres: Action | Rating: 5.6
逃出生天 | Genres: Action | Rating: 5.8
Pound of Flesh | Genres: Action | Rating: 5.5
Only the Strong | Genres: Action | Rating: 6.9
The Bounty Hunter | Genres: Action | Rating: 5.5
Once Upon a Time in Mexico | Genres: Action | Rating: 6.2
Stealth | Genres: Action | Rating: 4.9
Max Payne | Genres: Action | Rating: 5.2
American Heist | Genres: Action | Rating: 4.3
Torque | Genres: Action | Rating: 4.7
"
World War Z,"
Recommended Movies: 
Stake Land | Genres: Action,Drama,Horror,ScienceFiction,Thriller | Rating: 6.2
I Am Legend | Genres: Action,Drama,Horror,ScienceFiction,Thriller | Rating: 6.9
Elysium | Genres: Action,Drama,ScienceFiction,Thriller | Rating: 6.4
Dreamcatcher | Genres: Drama,Horror,ScienceFiction,Thriller | Rating: 5.3
Alien Zone | Genres: Action,Horror,ScienceFiction,Thriller | Rating: 4.0
Echo Dr. | Genres: Action,Drama,ScienceFiction,Thriller | Rating: 5.0
Megiddo: The Omega Code 2 | Genres: Action,ScienceFiction,Thriller | Rating: 3.6
Surrogates | Genres: Action,ScienceFiction,Thriller | Rating: 5.9
Diary of the Dead | Genres: Action,Horror,ScienceFiction | Rating: 5.4
Carriers | Genres: Action,Drama,Horror,ScienceFiction,Thriller | Rating: 5.8
"
X-Men: Days of Future Past,"
Recommended Movies: 
The Wolverine | Genres: Action,Adventure,Fantasy,ScienceFiction | Rating: 6.3
X-Men | Genres: Action,Adventure,ScienceFiction | Rating: 6.8
X-Men: The Last Stand | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.3
Man of Steel | Genres: Action,Adventure,Fantasy,ScienceFiction | Rating: 6.5
Jupiter Ascending | Genres: Action,Adventure,Fantasy,ScienceFiction | Rating: 5.2
X2 | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.8
Superman Returns | Genres: Action,Adventure,Fantasy,ScienceFiction | Rating: 5.4
Beastmaster 2: Through the Portal of Time | Genres: Action,Adventure,Fantasy,ScienceFiction | Rating: 4.6
The Mummy: Tomb of the Dragon Emperor | Genres: Action,Adventure,Fantasy | Rating: 5.2
Iron Man 2 | Genres: Action,Adventure,ScienceFiction | Rating: 6.6
"
Star Trek Into Darkness,"
Recommended Movies: 
Star Trek Beyond | Genres: Action,Adventure,ScienceFiction | Rating: 6.6
Transformers: Age of Extinction | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
After Earth | Genres: Action,Adventure,ScienceFiction | Rating: 5.0
Six-String Samurai | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Independence Day: Resurgence | Genres: Action,Adventure,ScienceFiction | Rating: 4.9
The Time Machine | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Pacific Rim | Genres: Action,Adventure,ScienceFiction | Rating: 6.7
Journey 2: The Mysterious Island | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
The Hunger Games: Mockingjay - Part 2 | Genres: Action,Adventure,ScienceFiction | Rating: 6.6
Megaforce | Genres: Action,Adventure,ScienceFiction | Rating: 3.5
"
Jack the Giant Slayer,"
Recommended Movies: 
The Nutcracker: The Untold Story | Genres: Action,Family,Fantasy | Rating: 5.4
Warriors of Virtue | Genres: Action,Family,Fantasy | Rating: 4.7
Mighty Joe Young | Genres: Action,Adventure,Family,Fantasy | Rating: 5.9
The Beastmaster | Genres: Action,Fantasy | Rating: 6.0
The Mummy: Tomb of the Dragon Emperor | Genres: Action,Adventure,Fantasy | Rating: 5.2
西游记之孙悟空三打白骨精 | Genres: Action,Adventure,Fantasy | Rating: 6.0
The Spy Next Door | Genres: Action,Comedy,Family | Rating: 5.5
Alatriste | Genres: Action | Rating: 5.6
Return to Oz | Genres: Adventure,Family,Fantasy | Rating: 6.7
Doogal | Genres: Family | Rating: 3.2
"
The Great Gatsby,"
Recommended Movies: 
Step Up 3D | Genres: Drama,Romance | Rating: 6.6
The Best of Me | Genres: Drama,Romance | Rating: 7.2
Moonlight Mile | Genres: Drama,Romance | Rating: 6.5
Endless Love | Genres: Drama,Romance | Rating: 6.7
The Last Station | Genres: Drama,Romance | Rating: 6.7
The Yellow Handkerchief | Genres: Drama,Romance | Rating: 6.4
The Emperor's Club | Genres: Drama,Romance | Rating: 6.9
Darling Companion | Genres: Drama,Romance | Rating: 5.3
Mo' Better Blues | Genres: Drama,Romance | Rating: 6.3
The House of Mirth | Genres: Drama,Romance | Rating: 6.4
"
Prince of Persia: The Sands of Time,"
Recommended Movies: 
The Mummy: Tomb of the Dragon Emperor | Genres: Action,Adventure,Fantasy | Rating: 5.2
西游记之孙悟空三打白骨精 | Genres: Action,Adventure,Fantasy | Rating: 6.0
In the Name of the King III | Genres: Action,Adventure,Drama,Fantasy | Rating: 3.3
The Scorpion King | Genres: Action,Adventure,Fantasy | Rating: 5.3
The Mummy Returns | Genres: Action,Adventure,Fantasy | Rating: 6.0
The Lovers | Genres: Action,Adventure,Romance,ScienceFiction | Rating: 4.8
Virgin Territory | Genres: Action,Adventure,Comedy,Romance | Rating: 4.3
Supercross | Genres: Action,Adventure,Drama,Romance | Rating: 5.4
Arn: Tempelriddaren | Genres: Action,Adventure,Drama,Romance | Rating: 6.4
Caravans | Genres: Action,Adventure,Drama,Romance | Rating: 5.8
"
Pacific Rim,"
Recommended Movies: 
After Earth | Genres: Action,Adventure,ScienceFiction | Rating: 5.0
Journey 2: The Mysterious Island | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Six-String Samurai | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Independence Day: Resurgence | Genres: Action,Adventure,ScienceFiction | Rating: 4.9
The Hunger Games: Mockingjay - Part 2 | Genres: Action,Adventure,ScienceFiction | Rating: 6.6
The Time Machine | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Transformers: Age of Extinction | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Ant-Man | Genres: Action,Adventure,ScienceFiction | Rating: 7.0
Star Trek Beyond | Genres: Action,Adventure,ScienceFiction | Rating: 6.6
Megaforce | Genres: Action,Adventure,ScienceFiction | Rating: 3.5
"
Transformers: Dark of the Moon,"
Recommended Movies: 
After Earth | Genres: Action,Adventure,ScienceFiction | Rating: 5.0
Six-String Samurai | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Independence Day: Resurgence | Genres: Action,Adventure,ScienceFiction | Rating: 4.9
The Time Machine | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Transformers: Age of Extinction | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Pacific Rim | Genres: Action,Adventure,ScienceFiction | Rating: 6.7
Journey 2: The Mysterious Island | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Star Trek Beyond | Genres: Action,Adventure,ScienceFiction | Rating: 6.6
Transformers | Genres: Action,Adventure,ScienceFiction | Rating: 6.6
Megaforce | Genres: Action,Adventure,ScienceFiction | Rating: 3.5
"
Indiana Jones and the Kingdom of the Crystal Skull,"
Recommended Movies: 
Cotton Comes to Harlem | Genres: Action,Adventure | Rating: 6.7
Indiana Jones and the Last Crusade | Genres: Action,Adventure | Rating: 7.6
Falcon Rising | Genres: Action,Adventure | Rating: 5.5
Cutthroat Island | Genres: Action,Adventure | Rating: 5.7
Raiders of the Lost Ark | Genres: Action,Adventure | Rating: 7.7
The Legend of Tarzan | Genres: Action,Adventure | Rating: 5.5
Waterworld | Genres: Action,Adventure | Rating: 5.9
Hercules | Genres: Action,Adventure | Rating: 5.6
The Legend of Hercules | Genres: Action,Adventure | Rating: 4.4
The Mask of Zorro | Genres: Action,Adventure | Rating: 6.3
"
The Good Dinosaur,"
Recommended Movies: 
Walking With Dinosaurs | Genres: Adventure,Animation,Family | Rating: 5.2
Sinbad: Legend of the Seven Seas | Genres: Adventure,Animation,Family | Rating: 6.6
Khumba | Genres: Adventure,Animation,Family | Rating: 5.8
The Land Before Time | Genres: Adventure,Animation,Family | Rating: 7.0
Jungle Shuffle | Genres: Adventure,Animation,Family | Rating: 6.5
Valiant | Genres: Adventure,Animation,Family | Rating: 5.2
La véritable histoire du Chat Botté | Genres: Adventure,Animation,Family | Rating: 3.8
The Wild Thornberrys Movie | Genres: Adventure,Animation,Family | Rating: 5.8
Mars Needs Moms | Genres: Adventure,Animation,Family | Rating: 5.5
Mulan | Genres: Adventure,Animation,Family | Rating: 7.6
"
Brave,"
Recommended Movies: 
How to Train Your Dragon 2 | Genres: Action,Adventure,Animation,Comedy,Family,Fantasy | Rating: 7.6
Shrek Forever After | Genres: Adventure,Animation,Comedy,Family,Fantasy | Rating: 6.0
Jonah: A VeggieTales Movie | Genres: Action,Adventure,Animation,Comedy,Family,Fantasy,Romance | Rating: 6.4
兔侠传奇 | Genres: Action,Adventure,Animation,Comedy,Family | Rating: 3.0
G-Force | Genres: Action,Adventure,Comedy,Family,Fantasy | Rating: 5.1
Puss in Boots | Genres: Action,Adventure,Animation,Family,Fantasy | Rating: 6.4
Monkeybone | Genres: Action,Adventure,Animation,Comedy,Fantasy | Rating: 4.3
Un monstre à Paris | Genres: Adventure,Animation,Comedy,Family,Fantasy | Rating: 6.5
The House of Magic | Genres: Adventure,Animation,Family,Fantasy | Rating: 6.3
The Nut Job | Genres: Adventure,Animation,Comedy,Family | Rating: 5.5
"
Star Trek Beyond,"
Recommended Movies: 
After Earth | Genres: Action,Adventure,ScienceFiction | Rating: 5.0
Six-String Samurai | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Independence Day: Resurgence | Genres: Action,Adventure,ScienceFiction | Rating: 4.9
The Time Machine | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Megaforce | Genres: Action,Adventure,ScienceFiction | Rating: 3.5
Steel | Genres: Action,Adventure,ScienceFiction | Rating: 4.3
U.F.O. | Genres: Action,Adventure,ScienceFiction | Rating: 3.1
Transformers: Age of Extinction | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
Journey 2: The Mysterious Island | Genres: Action,Adventure,ScienceFiction | Rating: 5.8
X-Men | Genres: Action,Adventure,ScienceFiction | Rating: 6.8
"
WALL·E,"
Recommended Movies: 
Rugrats Go Wild | Genres: Animation,Family | Rating: 5.6
Pooh's Heffalump Movie | Genres: Animation,Family | Rating: 6.4
Hey Arnold! The Movie | Genres: Animation,Family | Rating: 5.6
Madagascar 3: Europe's Most Wanted | Genres: Animation,Family | Rating: 6.4
Home on the Range | Genres: Animation,Family | Rating: 5.7
Sammy's avonturen: De geheime doorgang | Genres: Animation,Family | Rating: 5.6
Never Again | Genres: Comedy,Romance | Rating: 4.0
Space Chimps | Genres: Animation,Family | Rating: 5.2
Winnie the Pooh | Genres: Animation,Family | Rating: 6.8
Henry & Me | Genres: Animation,Family | Rating: 3.0
"
Rush Hour 3,"
Recommended Movies: 
Rush Hour 2 | Genres: Action,Comedy,Crime,Thriller | Rating: 6.4
The 51st State | Genres: Action,Comedy,Crime,Thriller | Rating: 5.9
Taxman | Genres: Action,Comedy,Crime,Thriller | Rating: 2.0
Bullet to the Head | Genres: Action,Crime,Thriller | Rating: 5.2
Big Trouble | Genres: Action,Comedy,Thriller | Rating: 6.3
Duplex | Genres: Action,Comedy,Thriller | Rating: 5.9
Chill Factor | Genres: Action,Comedy,Thriller | Rating: 5.3
Safe | Genres: Action,Crime,Thriller | Rating: 6.3
The Whole Ten Yards | Genres: Comedy,Crime,Thriller | Rating: 5.5
Code Name: The Cleaner | Genres: Action,Comedy,Crime | Rating: 4.7
"
